trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
843,False,"{'a': 0.5, 'e': 0.24412280216829033}",20,9,16.066145770084113,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
844,False,"{'a': 0.5, 'e': 0.24259923079540732}",20,9,-35.123755030313205,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
845,False,"{'a': 0.5, 'e': 0.24107506083303865}",25,0,5.413599554993121,"{0: 23, 1: 0, 2: 1, 3: 1, 4: 0}",0
846,False,"{'a': 0.5, 'e': 0.2395502960419217}",30,21,17.116047122820078,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
847,False,"{'a': 0.5, 'e': 0.2380249401842625}",20,5,29.910378986004147,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
848,False,"{'a': 0.5, 'e': 0.23649899702372476}",20,6,-17.70941172784236,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
849,False,"{'a': 0.5, 'e': 0.2349724703254213}",20,1,25.06828501708806,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
850,False,"{'a': 0.5, 'e': 0.23344536385590545}",25,0,-34.73944824635595,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 1}",0
851,False,"{'a': 0.5, 'e': 0.2319176813831602}",25,10,-55.31484410457048,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 2}",1
852,False,"{'a': 0.5, 'e': 0.2303894266765906}",20,6,17.082499807998467,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
853,False,"{'a': 0.5, 'e': 0.22886060350701282}",30,8,15.198980418448382,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 0}",1
854,False,"{'a': 0.5, 'e': 0.22733121564664643}",30,16,28.01667401519106,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
855,False,"{'a': 0.5, 'e': 0.22580126686910357}",25,7,19.167302782291273,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
856,False,"{'a': 0.5, 'e': 0.22427076094938114}",20,16,7.788450796635004,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
857,False,"{'a': 0.5, 'e': 0.2227397016638502}",30,20,19.21505831657627,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
858,False,"{'a': 0.5, 'e': 0.22120809279024706}",25,13,15.165530351071027,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
859,False,"{'a': 0.5, 'e': 0.21967593810766484}",20,0,14.68756951507019,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
860,False,"{'a': 0.5, 'e': 0.21814324139654248}",20,11,18.537599220655444,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
861,False,"{'a': 0.5, 'e': 0.21661000643865713}",20,9,-37.56818965580048,"{0: 7, 1: 0, 2: 3, 3: 1, 4: 0}",1
862,False,"{'a': 0.5, 'e': 0.21507623701711326}",20,9,21.177937618502618,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
863,False,"{'a': 0.5, 'e': 0.21354193691633488}",20,3,-53.72267941949148,"{0: 12, 1: 1, 2: 3, 3: 0, 4: 1}",1
864,False,"{'a': 0.5, 'e': 0.21200710992205452}",25,18,11.426733287474102,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
865,False,"{'a': 0.5, 'e': 0.21047175982130562}",25,13,22.48557282851259,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
866,False,"{'a': 0.5, 'e': 0.20893589040241176}",35,5,-36.0009888646817,"{0: 28, 1: 0, 2: 0, 3: 0, 4: 2}",1
867,False,"{'a': 0.5, 'e': 0.20739950545497782}",20,8,8.936291697065297,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
868,False,"{'a': 0.5, 'e': 0.20586260876988136}",30,8,-35.926835400903364,"{0: 19, 1: 0, 2: 1, 3: 1, 4: 1}",1
869,False,"{'a': 0.5, 'e': 0.20432520413926172}",20,8,17.485828469326183,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
870,False,"{'a': 0.5, 'e': 0.2027872953565125}",25,0,5.0352868012746335,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
871,False,"{'a': 0.5, 'e': 0.2012488862162702}",30,18,21.491017640244472,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
872,False,"{'a': 0.5, 'e': 0.199709980514407}",20,6,14.700054378683237,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
873,False,"{'a': 0.5, 'e': 0.19817058204801943}",30,12,37.196337006577664,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
874,False,"{'a': 0.5, 'e': 0.19663069461542002}",20,9,7.331791018193216,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
875,False,"{'a': 0.5, 'e': 0.1950903220161283}",20,5,5.24551488295538,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
876,False,"{'a': 0.5, 'e': 0.19354946805086018}",20,0,-20.72465624396813,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
877,False,"{'a': 0.5, 'e': 0.19200813652152005}",25,12,27.055922797235286,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
878,False,"{'a': 0.5, 'e': 0.19046633123118978}",20,0,17.24408811368057,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
879,False,"{'a': 0.5, 'e': 0.18892405598412113}",30,18,17.814442968261012,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
880,False,"{'a': 0.5, 'e': 0.18738131458572452}",20,4,-13.772671447221327,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
881,False,"{'a': 0.5, 'e': 0.18583811084256138}",20,16,7.610395118980838,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
882,False,"{'a': 0.5, 'e': 0.18429444856233337}",20,11,5.103319351763988,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
883,False,"{'a': 0.5, 'e': 0.1827503315538735}",20,12,15.639671511118678,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
884,False,"{'a': 0.5, 'e': 0.1812057636271374}",25,14,18.268738261148478,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
885,False,"{'a': 0.5, 'e': 0.17966074859319248}",20,12,15.740228575592536,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
886,False,"{'a': 0.5, 'e': 0.17811529026421014}",20,3,-45.0538696196574,"{0: 14, 1: 0, 2: 1, 3: 1, 4: 1}",1
887,False,"{'a': 0.5, 'e': 0.1765693924534548}",20,9,6.901059898065947,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
888,False,"{'a': 0.5, 'e': 0.17502305897527604}",25,6,-6.111275504061932,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 0}",1
889,False,"{'a': 0.5, 'e': 0.17347629364509756}",20,11,16.35588074776225,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
890,False,"{'a': 0.5, 'e': 0.1719291002794095}",20,16,8.34532489668727,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
891,False,"{'a': 0.5, 'e': 0.17038148269575748}",25,5,-19.00565132251663,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",1
892,False,"{'a': 0.5, 'e': 0.16883344471273382}",25,12,11.420643557507741,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
893,False,"{'a': 0.5, 'e': 0.16728499014996875}",25,10,22.057674492595204,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
894,False,"{'a': 0.5, 'e': 0.16573612282811961}",20,8,6.229180529124889,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
895,False,"{'a': 0.5, 'e': 0.16418684656886295}",25,6,26.043400931355624,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
896,False,"{'a': 0.5, 'e': 0.1626371651948835}",25,17,18.077794088991332,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
897,False,"{'a': 0.5, 'e': 0.16108708252986642}",20,1,25.283268531862767,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
898,False,"{'a': 0.5, 'e': 0.15953660239848616}",30,13,-0.2427805748643621,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 0}",1
899,False,"{'a': 0.5, 'e': 0.15798572862639879}",20,0,24.57211248695074,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
900,False,"{'a': 0.5, 'e': 0.15643446504023092}",25,15,14.83837199836096,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
901,False,"{'a': 0.5, 'e': 0.15488281546757104}",25,13,23.71964039415658,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
902,False,"{'a': 0.5, 'e': 0.15333078373696066}",20,7,21.186211876419787,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
903,False,"{'a': 0.5, 'e': 0.15177837367788335}",25,13,-31.103770446134522,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
904,False,"{'a': 0.5, 'e': 0.15022558912075706}",20,9,23.931076144152865,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
905,False,"{'a': 0.5, 'e': 0.14867243389692286}",25,19,11.263847169015133,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
906,False,"{'a': 0.5, 'e': 0.14711891183863735}",20,14,8.844352519771459,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
907,False,"{'a': 0.5, 'e': 0.14556502677906152}",30,19,20.74160682541742,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
908,False,"{'a': 0.5, 'e': 0.1440107825522521}",20,10,24.294797906790517,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
909,False,"{'a': 0.5, 'e': 0.14245618299315266}",20,10,16.331065820094818,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
910,False,"{'a': 0.5, 'e': 0.14090123193758258}",20,11,6.271633291769126,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
911,False,"{'a': 0.5, 'e': 0.13934593322222952}",25,0,33.05488258076195,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
912,False,"{'a': 0.5, 'e': 0.13779029068463797}",20,10,-26.27111632205727,"{0: 7, 1: 0, 2: 2, 3: 1, 4: 0}",1
913,False,"{'a': 0.5, 'e': 0.1362343081632017}",20,14,11.137176736253375,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
914,False,"{'a': 0.5, 'e': 0.13467798949715246}",25,4,19.88434144860539,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 0}",1
915,False,"{'a': 0.5, 'e': 0.1331213385265523}",25,15,-4.599052366983513,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
916,False,"{'a': 0.5, 'e': 0.13156435909228256}",20,10,6.472067907560582,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
917,False,"{'a': 0.5, 'e': 0.13000705503603496}",25,8,24.18257918047528,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
918,False,"{'a': 0.5, 'e': 0.1284494302003029}",25,11,22.392917611815495,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
919,False,"{'a': 0.5, 'e': 0.12689148842837034}",25,3,15.427928556655935,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 0}",1
920,False,"{'a': 0.5, 'e': 0.12533323356430426}",25,15,20.319425619036082,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
921,False,"{'a': 0.5, 'e': 0.12377466945294312}",25,17,16.123634338769005,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
922,False,"{'a': 0.5, 'e': 0.12221579993988942}",25,1,19.666962443313928,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 0}",1
923,False,"{'a': 0.5, 'e': 0.12065662887149825}",30,10,-2.5943462955735814,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
924,False,"{'a': 0.5, 'e': 0.11909716009486969}",20,10,19.244819456863976,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
925,False,"{'a': 0.5, 'e': 0.1175373974578377}",25,4,1.5664832725320266,"{0: 19, 1: 0, 2: 1, 3: 1, 4: 0}",1
926,False,"{'a': 0.5, 'e': 0.1159773448089613}",25,15,-0.003545803784296808,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
927,False,"{'a': 0.5, 'e': 0.11441700599751577}",25,7,21.663215647211626,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
928,False,"{'a': 0.5, 'e': 0.11285638487348158}",20,5,11.238849267292965,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
929,False,"{'a': 0.5, 'e': 0.11129548528753667}",35,24,-6.44896096503313,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
930,False,"{'a': 0.5, 'e': 0.10973431109104514}",25,0,20.36863259123032,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
931,False,"{'a': 0.5, 'e': 0.10817286613604958}",20,0,-14.762217803295442,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
932,False,"{'a': 0.5, 'e': 0.10661115427525998}",25,7,-50.16938685928315,"{0: 14, 1: 1, 2: 1, 3: 1, 4: 1}",1
933,False,"{'a': 0.5, 'e': 0.10504917936204489}",20,6,26.059907408967618,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
934,False,"{'a': 0.5, 'e': 0.10348694525042257}",20,9,21.503560873877486,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
935,False,"{'a': 0.5, 'e': 0.10192445579504995}",20,12,-0.5806110191804219,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
936,False,"{'a': 0.5, 'e': 0.10036171485121491}",20,15,7.137623219415149,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
937,False,"{'a': 0.5, 'e': 0.0987987262748249}",20,0,13.73392370043965,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
938,False,"{'a': 0.5, 'e': 0.09723549392239932}",20,13,15.412524402684777,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
939,False,"{'a': 0.5, 'e': 0.09567202165105816}",20,11,5.973782635455239,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
940,False,"{'a': 0.5, 'e': 0.09410831331851428}",25,15,15.635452370383916,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
941,False,"{'a': 0.5, 'e': 0.09254437278306231}",30,8,-7.039652854586524,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 1}",1
942,False,"{'a': 0.5, 'e': 0.09098020390356985}",20,14,12.986500478707132,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
943,False,"{'a': 0.5, 'e': 0.08941581053946855}",30,19,14.54855422785202,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
944,False,"{'a': 0.5, 'e': 0.08785119655074308}",25,12,23.88549100674203,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
945,False,"{'a': 0.5, 'e': 0.08628636579792338}",20,14,9.817247802448813,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
946,False,"{'a': 0.5, 'e': 0.08472132214207333}",25,7,19.005382075597478,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
947,False,"{'a': 0.5, 'e': 0.083156069444783}",25,8,32.4696543162144,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
948,False,"{'a': 0.5, 'e': 0.0815906115681574}",25,5,-34.72413796051928,"{0: 17, 1: 1, 2: 0, 3: 1, 4: 1}",1
949,False,"{'a': 0.5, 'e': 0.08002495237480867}",25,5,-14.262427669856343,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",1
950,False,"{'a': 0.5, 'e': 0.078459095727845}",20,12,4.359599648467017,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
951,False,"{'a': 0.5, 'e': 0.07689304549086177}",20,11,5.778468259317988,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
952,False,"{'a': 0.5, 'e': 0.07532680552793275}",25,7,31.407274437267155,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
953,False,"{'a': 0.5, 'e': 0.07376037970359887}",25,6,21.969243914435378,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
954,False,"{'a': 0.5, 'e': 0.0721937718828606}",25,13,24.835629148219216,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
955,False,"{'a': 0.5, 'e': 0.07062698593116656}",20,9,25.148958520117528,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
956,False,"{'a': 0.5, 'e': 0.06906002571440577}",20,9,10.552084877346864,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
957,False,"{'a': 0.5, 'e': 0.0674928950988966}",20,0,21.01917391249034,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
958,False,"{'a': 0.5, 'e': 0.0659255979513778}",25,7,21.86668832936131,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
959,False,"{'a': 0.5, 'e': 0.06435813813899977}",25,3,-21.464683534147262,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 1}",1
960,False,"{'a': 0.5, 'e': 0.06279051952931329}",20,11,17.8933054309792,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
961,False,"{'a': 0.5, 'e': 0.061222745990261944}",20,15,2.6219787833239776,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
962,False,"{'a': 0.5, 'e': 0.0596548213901706}",20,3,24.980468547288105,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
963,False,"{'a': 0.5, 'e': 0.05808674959773781}",25,3,36.57567649405522,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
964,False,"{'a': 0.5, 'e': 0.0565185344820244}",20,10,18.3924722532176,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
965,False,"{'a': 0.5, 'e': 0.05495017991244572}",35,24,20.53402944158395,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
966,False,"{'a': 0.5, 'e': 0.053381689758760544}",25,17,17.242766301586574,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
967,False,"{'a': 0.5, 'e': 0.05181306789106218}",35,15,37.88231388977928,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
968,False,"{'a': 0.5, 'e': 0.0502443181797696}",25,14,23.035543413256683,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
969,False,"{'a': 0.5, 'e': 0.04867544449561633}",25,7,32.97910998139166,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
970,False,"{'a': 0.5, 'e': 0.04710645070964268}",20,16,6.0775531665002145,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
971,False,"{'a': 0.5, 'e': 0.04553734069318439}",25,11,11.779294215298645,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
972,False,"{'a': 0.5, 'e': 0.043968118317864895}",25,5,24.966118618994372,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
973,False,"{'a': 0.5, 'e': 0.04239878745558397}",30,16,25.022684318006345,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
974,False,"{'a': 0.5, 'e': 0.04082935197850996}",20,8,19.906849042809977,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
975,False,"{'a': 0.5, 'e': 0.03925981575906867}",30,16,24.58265111174778,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
976,False,"{'a': 0.5, 'e': 0.03769018266993448}",20,4,26.796756312818054,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
977,False,"{'a': 0.5, 'e': 0.03612045658402144}",20,5,28.908918689545803,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
978,False,"{'a': 0.5, 'e': 0.03455064137447218}",25,0,26.666849312148788,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
979,False,"{'a': 0.5, 'e': 0.032980740914650135}",30,18,23.350493275482894,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
980,False,"{'a': 0.5, 'e': 0.03141075907812818}",25,13,16.771909923363857,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
981,False,"{'a': 0.5, 'e': 0.029840699738680868}",30,12,21.659865393569024,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
982,False,"{'a': 0.5, 'e': 0.02827056677027311}",20,11,16.620601696906974,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
983,False,"{'a': 0.5, 'e': 0.026700364047052363}",35,15,37.4241352302174,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
984,False,"{'a': 0.5, 'e': 0.02513009544333753}",30,15,29.31148866902101,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
985,False,"{'a': 0.5, 'e': 0.02355976483361008}",25,11,13.757950383339347,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
986,False,"{'a': 0.5, 'e': 0.021989376092505133}",25,9,27.902414286862992,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
987,False,"{'a': 0.5, 'e': 0.02041893309480036}",25,19,13.406728086124808,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
988,False,"{'a': 0.5, 'e': 0.018848439715408175}",20,11,18.307910595244095,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
989,False,"{'a': 0.5, 'e': 0.017277899829364445}",20,11,18.080212644560106,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
990,False,"{'a': 0.5, 'e': 0.015707317311820648}",35,12,-1.148527500286308,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 1}",1
991,False,"{'a': 0.5, 'e': 0.014136696038032803}",20,3,28.315136878581367,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
992,False,"{'a': 0.5, 'e': 0.012566039883352552}",25,7,19.21058786049636,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
993,False,"{'a': 0.5, 'e': 0.010995352723218265}",25,7,29.746797479970837,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
994,False,"{'a': 0.5, 'e': 0.009424638433143924}",25,15,8.801933745827812,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
995,False,"{'a': 0.5, 'e': 0.00785390088871135}",20,14,10.571685152255977,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
996,False,"{'a': 0.5, 'e': 0.0062831439655588435}",25,8,25.70974254773454,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
997,False,"{'a': 0.5, 'e': 0.004712371539373413}",20,11,15.66713996521163,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
998,False,"{'a': 0.5, 'e': 0.003141587485879429}",25,16,15.799568178909801,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
999,False,"{'a': 0.5, 'e': 0.0015707956808308423}",25,18,14.611884851572555,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1000,False,"{'a': 0.5, 'e': 6.123233995736766e-17}",25,11,26.285914731230726,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0.0, 'e': 0.0}",25,9,29.043724311930436,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0.0, 'e': 0.0}",20,10,19.684196141082143,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0.0, 'e': 0.0}",20,14,10.423946519679745,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0.0, 'e': 0.0}",20,10,17.696003371280263,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0.0, 'e': 0.0}",20,8,22.146422764323223,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0.0, 'e': 0.0}",30,14,28.57945217071424,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0.0, 'e': 0.0}",20,10,18.505063567964648,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0.0, 'e': 0.0}",20,9,18.3032171919842,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0.0, 'e': 0.0}",25,17,12.753740094909126,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0.0, 'e': 0.0}",20,9,18.608554703751327,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
11,True,"{'a': 0.0, 'e': 0.0}",25,15,20.401832041712623,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
12,True,"{'a': 0.0, 'e': 0.0}",25,18,11.268399311909796,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
13,True,"{'a': 0.0, 'e': 0.0}",20,6,23.333482374435043,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
14,True,"{'a': 0.0, 'e': 0.0}",35,15,38.275010271843556,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
15,True,"{'a': 0.0, 'e': 0.0}",35,14,35.642735290275574,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
16,True,"{'a': 0.0, 'e': 0.0}",30,24,10.89218237651963,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
17,True,"{'a': 0.0, 'e': 0.0}",25,20,8.860469097433928,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
18,True,"{'a': 0.0, 'e': 0.0}",20,9,20.1299678144112,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
19,True,"{'a': 0.0, 'e': 0.0}",20,14,10.92789769008788,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
20,True,"{'a': 0.0, 'e': 0.0}",25,10,27.148531997632535,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
